------------------------------------------------------------------------------------
Date: 11/4/2024 -- 02:56:56 (uptime: 0d, 00h 00m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow.mgr.flows_checked                        | Total                     | 16
flow.mgr.flows_notimeout                      | Total                     | 16
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 991232
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:01:59 (uptime: 0d, 00h 00m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 480
decoder.pkts                                  | Total                     | 492
decoder.bytes                                 | Total                     | 135703
decoder.ipv4                                  | Total                     | 81
decoder.ipv6                                  | Total                     | 409
decoder.ethernet                              | Total                     | 492
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 449
tcp.syn                                       | Total                     | 12
tcp.synack                                    | Total                     | 12
tcp.rst                                       | Total                     | 19
decoder.udp                                   | Total                     | 31
decoder.icmpv6                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 275
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 13
flow.total                                    | Total                     | 44
flow.active                                   | Total                     | 44
flow.tcp                                      | Total                     | 22
flow.udp                                      | Total                     | 16
flow.icmpv6                                   | Total                     | 6
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 1
tcp.sessions                                  | Total                     | 13
tcp.ssn_from_pool                             | Total                     | 13
tcp.segment_from_pool                         | Total                     | 199
detect.alert                                  | Total                     | 21
app_layer.flow.tls                            | Total                     | 13
app_layer.flow.dns_udp                        | Total                     | 11
app_layer.tx.dns_udp                          | Total                     | 22
app_layer.flow.failed_udp                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 2
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 32
flow.mgr.flows_notimeout                      | Total                     | 32
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1046528
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:02:07 (uptime: 0d, 00h 00m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 624
decoder.pkts                                  | Total                     | 638
decoder.bytes                                 | Total                     | 173708
decoder.ipv4                                  | Total                     | 131
decoder.ipv6                                  | Total                     | 505
decoder.ethernet                              | Total                     | 638
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 584
tcp.syn                                       | Total                     | 15
tcp.synack                                    | Total                     | 15
tcp.rst                                       | Total                     | 23
decoder.udp                                   | Total                     | 39
decoder.icmpv6                                | Total                     | 12
decoder.avg_pkt_size                          | Total                     | 272
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 15
flow.total                                    | Total                     | 54
flow.active                                   | Total                     | 54
flow.tcp                                      | Total                     | 27
flow.udp                                      | Total                     | 20
flow.icmpv6                                   | Total                     | 7
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 1
tcp.sessions                                  | Total                     | 15
tcp.ssn_from_pool                             | Total                     | 15
tcp.segment_from_pool                         | Total                     | 231
detect.alert                                  | Total                     | 26
app_layer.flow.tls                            | Total                     | 15
app_layer.flow.dns_udp                        | Total                     | 15
app_layer.tx.dns_udp                          | Total                     | 30
app_layer.flow.failed_udp                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 48
flow.mgr.flows_notimeout                      | Total                     | 48
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1067008
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:02:15 (uptime: 0d, 00h 00m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 757
decoder.pkts                                  | Total                     | 755
decoder.bytes                                 | Total                     | 215267
decoder.ipv4                                  | Total                     | 147
decoder.ipv6                                  | Total                     | 606
decoder.ethernet                              | Total                     | 755
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 688
tcp.syn                                       | Total                     | 18
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 24
decoder.udp                                   | Total                     | 50
decoder.icmpv6                                | Total                     | 14
decoder.avg_pkt_size                          | Total                     | 285
decoder.max_pkt_size                          | Total                     | 1506
flow.total                                    | Total                     | 63
flow.active                                   | Total                     | 44
flow.tcp                                      | Total                     | 30
flow.udp                                      | Total                     | 26
flow.icmpv6                                   | Total                     | 7
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 1
flow.wrk.flows_evicted_needs_work             | Total                     | 18
flow.wrk.flows_evicted_pkt_inject             | Total                     | 27
flow.wrk.flows_injected                       | Total                     | 18
tcp.sessions                                  | Total                     | 18
tcp.ssn_from_pool                             | Total                     | 18
tcp.segment_from_pool                         | Total                     | 283
detect.alert                                  | Total                     | 31
app_layer.flow.tls                            | Total                     | 18
app_layer.error.tls.parser                    | Total                     | 1
app_layer.flow.quic                           | Total                     | 1
app_layer.flow.dns_udp                        | Total                     | 20
app_layer.tx.dns_udp                          | Total                     | 40
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 6
flow.end.state.closed                         | Total                     | 12
flow.end.tcp_state.established                | Total                     | 6
flow.end.tcp_state.last_ack                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 11
flow.mgr.full_hash_pass                       | Total                     | 4
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9201
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 62
flow.mgr.flows_notimeout                      | Total                     | 61
flow.mgr.flows_timeout                        | Total                     | 1
flow.mgr.flows_evicted                        | Total                     | 1
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 1
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 917504
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:02:16 (uptime: 0d, 00h 00m 46s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 757
decoder.pkts                                  | Total                     | 755
decoder.bytes                                 | Total                     | 215267
decoder.ipv4                                  | Total                     | 147
decoder.ipv6                                  | Total                     | 606
decoder.ethernet                              | Total                     | 755
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 688
tcp.syn                                       | Total                     | 18
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 24
decoder.udp                                   | Total                     | 50
decoder.icmpv6                                | Total                     | 14
decoder.avg_pkt_size                          | Total                     | 285
decoder.max_pkt_size                          | Total                     | 1506
flow.total                                    | Total                     | 63
flow.tcp                                      | Total                     | 30
flow.udp                                      | Total                     | 26
flow.icmpv6                                   | Total                     | 7
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 1
flow.wrk.flows_evicted_needs_work             | Total                     | 18
flow.wrk.flows_evicted_pkt_inject             | Total                     | 27
flow.wrk.flows_injected                       | Total                     | 18
tcp.sessions                                  | Total                     | 18
tcp.ssn_from_pool                             | Total                     | 18
tcp.segment_from_pool                         | Total                     | 283
detect.alert                                  | Total                     | 31
app_layer.flow.tls                            | Total                     | 18
app_layer.error.tls.parser                    | Total                     | 1
app_layer.flow.quic                           | Total                     | 1
app_layer.flow.dns_udp                        | Total                     | 20
app_layer.tx.dns_udp                          | Total                     | 40
app_layer.flow.failed_udp                     | Total                     | 5
flow.end.state.new                            | Total                     | 21
flow.end.state.established                    | Total                     | 30
flow.end.state.closed                         | Total                     | 12
flow.end.tcp_state.established                | Total                     | 6
flow.end.tcp_state.last_ack                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 11
flow.mgr.full_hash_pass                       | Total                     | 4
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9201
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 62
flow.mgr.flows_notimeout                      | Total                     | 61
flow.mgr.flows_timeout                        | Total                     | 1
flow.mgr.flows_evicted                        | Total                     | 1
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 45
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 25
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 917504
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:02:51 (uptime: 0d, 00h 00m 14s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 378
decoder.pkts                                  | Total                     | 378
decoder.bytes                                 | Total                     | 219143
decoder.ipv4                                  | Total                     | 55
decoder.ipv6                                  | Total                     | 321
decoder.ethernet                              | Total                     | 378
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 100
tcp.syn                                       | Total                     | 3
tcp.synack                                    | Total                     | 3
decoder.udp                                   | Total                     | 261
decoder.icmpv4                                | Total                     | 8
decoder.icmpv6                                | Total                     | 7
decoder.avg_pkt_size                          | Total                     | 579
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 3
flow.total                                    | Total                     | 31
flow.active                                   | Total                     | 31
flow.tcp                                      | Total                     | 6
flow.udp                                      | Total                     | 22
flow.icmpv6                                   | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 3
tcp.ssn_from_pool                             | Total                     | 3
tcp.segment_from_pool                         | Total                     | 41
detect.alert                                  | Total                     | 65
app_layer.flow.tls                            | Total                     | 3
app_layer.flow.quic                           | Total                     | 9
app_layer.tx.quic                             | Total                     | 22
app_layer.error.quic.parser                   | Total                     | 54
app_layer.flow.dns_udp                        | Total                     | 7
app_layer.tx.dns_udp                          | Total                     | 14
app_layer.flow.failed_udp                     | Total                     | 6
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 11
flow.mgr.flows_notimeout                      | Total                     | 11
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 954368
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:02:59 (uptime: 0d, 00h 00m 22s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 489
decoder.pkts                                  | Total                     | 489
decoder.bytes                                 | Total                     | 297792
decoder.ipv4                                  | Total                     | 141
decoder.ipv6                                  | Total                     | 346
decoder.ethernet                              | Total                     | 489
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 207
tcp.syn                                       | Total                     | 5
tcp.synack                                    | Total                     | 5
tcp.rst                                       | Total                     | 1
decoder.udp                                   | Total                     | 263
decoder.icmpv4                                | Total                     | 8
decoder.icmpv6                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 608
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 5
flow.total                                    | Total                     | 35
flow.active                                   | Total                     | 35
flow.tcp                                      | Total                     | 10
flow.udp                                      | Total                     | 22
flow.icmpv6                                   | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 5
tcp.ssn_from_pool                             | Total                     | 5
tcp.segment_from_pool                         | Total                     | 102
detect.alert                                  | Total                     | 65
app_layer.flow.tls                            | Total                     | 5
app_layer.flow.quic                           | Total                     | 9
app_layer.tx.quic                             | Total                     | 22
app_layer.error.quic.parser                   | Total                     | 54
app_layer.flow.dns_udp                        | Total                     | 7
app_layer.tx.dns_udp                          | Total                     | 14
app_layer.flow.failed_udp                     | Total                     | 6
flow.mgr.full_hash_pass                       | Total                     | 1
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 34
flow.mgr.flows_notimeout                      | Total                     | 34
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1021952
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:03:07 (uptime: 0d, 00h 00m 30s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 820
decoder.pkts                                  | Total                     | 772
decoder.bytes                                 | Total                     | 419798
decoder.ipv4                                  | Total                     | 191
decoder.ipv6                                  | Total                     | 579
decoder.ethernet                              | Total                     | 772
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 412
tcp.syn                                       | Total                     | 13
tcp.synack                                    | Total                     | 13
tcp.rst                                       | Total                     | 7
decoder.udp                                   | Total                     | 341
decoder.icmpv4                                | Total                     | 8
decoder.icmpv6                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 543
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 59
flow.active                                   | Total                     | 59
flow.tcp                                      | Total                     | 21
flow.udp                                      | Total                     | 35
flow.icmpv6                                   | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 10
tcp.ssn_from_pool                             | Total                     | 10
tcp.segment_from_pool                         | Total                     | 173
detect.alert                                  | Total                     | 75
app_layer.flow.tls                            | Total                     | 10
app_layer.flow.quic                           | Total                     | 11
app_layer.tx.quic                             | Total                     | 25
app_layer.error.quic.parser                   | Total                     | 55
app_layer.flow.dns_udp                        | Total                     | 16
app_layer.tx.dns_udp                          | Total                     | 32
app_layer.flow.failed_udp                     | Total                     | 8
flow.mgr.full_hash_pass                       | Total                     | 2
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 40
flow.mgr.flows_notimeout                      | Total                     | 40
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1212416
http.memuse                                   | Total                     | 5057
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:03:15 (uptime: 0d, 00h 00m 38s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1188
decoder.pkts                                  | Total                     | 1188
decoder.bytes                                 | Total                     | 664900
decoder.ipv4                                  | Total                     | 201
decoder.ipv6                                  | Total                     | 985
decoder.ethernet                              | Total                     | 1188
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 671
tcp.syn                                       | Total                     | 15
tcp.synack                                    | Total                     | 15
tcp.rst                                       | Total                     | 21
decoder.udp                                   | Total                     | 489
decoder.icmpv4                                | Total                     | 8
decoder.icmpv6                                | Total                     | 18
decoder.avg_pkt_size                          | Total                     | 559
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 14
flow.total                                    | Total                     | 76
flow.active                                   | Total                     | 76
flow.tcp                                      | Total                     | 30
flow.udp                                      | Total                     | 40
flow.icmpv6                                   | Total                     | 6
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 14
tcp.ssn_from_pool                             | Total                     | 14
tcp.segment_from_cache                        | Total                     | 3
tcp.segment_from_pool                         | Total                     | 305
tcp.overlap                                   | Total                     | 1
detect.alert                                  | Total                     | 84
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 13
app_layer.flow.quic                           | Total                     | 12
app_layer.tx.quic                             | Total                     | 26
app_layer.error.quic.parser                   | Total                     | 56
app_layer.flow.dns_udp                        | Total                     | 18
app_layer.tx.dns_udp                          | Total                     | 36
app_layer.flow.failed_udp                     | Total                     | 10
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9200
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 66
flow.mgr.flows_notimeout                      | Total                     | 66
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1222656
http.memuse                                   | Total                     | 5057
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:03:23 (uptime: 0d, 00h 00m 46s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1263
decoder.pkts                                  | Total                     | 1263
decoder.bytes                                 | Total                     | 697033
decoder.ipv4                                  | Total                     | 239
decoder.ipv6                                  | Total                     | 1020
decoder.ethernet                              | Total                     | 1263
decoder.arp                                   | Total                     | 4
decoder.tcp                                   | Total                     | 688
tcp.syn                                       | Total                     | 15
tcp.synack                                    | Total                     | 15
tcp.rst                                       | Total                     | 21
decoder.udp                                   | Total                     | 537
decoder.icmpv4                                | Total                     | 8
decoder.icmpv6                                | Total                     | 26
decoder.avg_pkt_size                          | Total                     | 551
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 14
flow.total                                    | Total                     | 83
flow.active                                   | Total                     | 82
flow.tcp                                      | Total                     | 31
flow.udp                                      | Total                     | 41
flow.icmpv6                                   | Total                     | 11
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 14
tcp.ssn_from_pool                             | Total                     | 14
tcp.segment_from_cache                        | Total                     | 3
tcp.segment_from_pool                         | Total                     | 305
tcp.overlap                                   | Total                     | 1
detect.alert                                  | Total                     | 92
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 13
app_layer.flow.quic                           | Total                     | 12
app_layer.tx.quic                             | Total                     | 26
app_layer.error.quic.parser                   | Total                     | 56
app_layer.flow.dns_udp                        | Total                     | 19
app_layer.tx.dns_udp                          | Total                     | 38
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 1
flow.mgr.full_hash_pass                       | Total                     | 3
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9201
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 88
flow.mgr.flows_notimeout                      | Total                     | 87
flow.mgr.flows_timeout                        | Total                     | 1
flow.mgr.flows_evicted                        | Total                     | 1
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 1
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1222656
http.memuse                                   | Total                     | 5057
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:03:31 (uptime: 0d, 00h 00m 54s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1293
decoder.pkts                                  | Total                     | 1293
decoder.bytes                                 | Total                     | 703688
decoder.ipv4                                  | Total                     | 256
decoder.ipv6                                  | Total                     | 1033
decoder.ethernet                              | Total                     | 1293
decoder.arp                                   | Total                     | 4
decoder.tcp                                   | Total                     | 707
tcp.syn                                       | Total                     | 15
tcp.synack                                    | Total                     | 15
tcp.rst                                       | Total                     | 22
decoder.udp                                   | Total                     | 546
decoder.icmpv4                                | Total                     | 8
decoder.icmpv6                                | Total                     | 28
decoder.avg_pkt_size                          | Total                     | 544
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 14
flow.total                                    | Total                     | 86
flow.active                                   | Total                     | 85
flow.tcp                                      | Total                     | 31
flow.udp                                      | Total                     | 44
flow.icmpv6                                   | Total                     | 11
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
tcp.sessions                                  | Total                     | 14
tcp.ssn_from_pool                             | Total                     | 14
tcp.segment_from_cache                        | Total                     | 4
tcp.segment_from_pool                         | Total                     | 306
tcp.overlap                                   | Total                     | 1
detect.alert                                  | Total                     | 96
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 13
app_layer.flow.quic                           | Total                     | 12
app_layer.tx.quic                             | Total                     | 26
app_layer.error.quic.parser                   | Total                     | 56
app_layer.flow.dns_udp                        | Total                     | 22
app_layer.tx.dns_udp                          | Total                     | 43
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 1
flow.mgr.full_hash_pass                       | Total                     | 4
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9201
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 92
flow.mgr.flows_notimeout                      | Total                     | 91
flow.mgr.flows_timeout                        | Total                     | 1
flow.mgr.flows_evicted                        | Total                     | 1
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 1
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1234944
http.memuse                                   | Total                     | 5057
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:03:39 (uptime: 0d, 00h 01m 02s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1388
decoder.pkts                                  | Total                     | 1392
